id,phone_number,receiver,starttimestamp,endtimestamp,call_length,direction
3845,825-843-6648,424-338-1888,3/9/2018 12:47,3/9/2018 12:47,0:00:00,missed call
3846,381-589-4551,825-843-6648,11/20/2017 5:38,11/20/2017 5:38,0:00:00,missed call
3847,424-338-1888,381-589-4551,11/15/2018 5:51,11/15/2018 5:51,0:00:00,missed call
3848,757-336-8759,825-843-6648,1/28/2018 5:29,1/28/2018 5:29,0:00:00,missed call
3849,757-336-8759,424-338-1888,5/10/2018 17:02,5/10/2018 17:34,0:31:53,outgoing
3850,209-935-3693,426-342-4940,5/23/2018 15:51,5/23/2018 16:41,0:49:49,incoming
3851,426-342-4940,422-733-0037,3/19/2018 15:02,3/19/2018 15:02,0:00:00,missed call
3852,957-659-2812,209-935-3693,11/27/2017 8:50,11/27/2017 8:50,0:00:00,missed call
3853,209-935-3693,957-659-2812,1/17/2019 19:14,1/17/2019 19:15,0:01:00,outgoing
3854,757-336-8759,320-924-6906,4/29/2019 18:12,4/29/2019 18:12,0:00:00,missed call
3855,957-659-2812,381-589-4551,5/1/2019 18:47,5/1/2019 19:17,0:30:20,outgoing
3856,209-935-3693,320-924-6906,6/25/2018 21:30,6/25/2018 21:30,0:00:00,missed call
3857,422-733-0037,426-342-4940,2/5/2018 18:08,2/5/2018 18:59,0:50:24,incoming
3858,825-843-6648,757-336-8759,5/20/2019 5:43,5/20/2019 6:32,0:49:43,incoming
3859,931-318-8690,381-589-4551,3/8/2017 9:07,3/8/2017 9:22,0:14:56,outgoing
3860,422-733-0037,757-336-8759,1/7/2017 13:40,1/7/2017 13:40,0:00:00,missed call
3861,424-338-1888,422-733-0037,1/11/2019 14:04,1/11/2019 14:04,0:00:00,missed call
3862,931-318-8690,957-659-2812,2/9/2018 7:09,2/9/2018 7:15,0:06:15,outgoing
3863,422-733-0037,209-935-3693,2/15/2018 3:25,2/15/2018 3:53,0:27:23,incoming
3864,957-659-2812,825-843-6648,4/27/2019 14:34,4/27/2019 14:35,0:01:18,incoming
3865,424-338-1888,931-318-8690,5/1/2018 11:16,5/1/2018 11:16,0:00:00,missed call
3866,422-733-0037,320-924-6906,10/4/2017 8:23,10/4/2017 9:16,0:53:06,incoming
3867,757-336-8759,381-589-4551,2/28/2019 5:01,2/28/2019 5:01,0:00:00,missed call
3868,381-589-4551,422-733-0037,12/6/2017 8:42,12/6/2017 9:42,0:59:43,incoming
3869,381-589-4551,957-659-2812,5/2/2019 18:19,5/2/2019 18:19,0:00:00,missed call
3870,426-342-4940,424-338-1888,10/4/2017 13:08,10/4/2017 13:24,0:16:39,outgoing
3871,381-589-4551,209-935-3693,11/28/2018 6:59,11/28/2018 6:59,0:00:00,missed call
3872,757-336-8759,957-659-2812,7/8/2017 6:59,7/8/2017 6:59,0:00:00,missed call
3873,381-589-4551,426-342-4940,8/16/2017 14:48,8/16/2017 14:48,0:00:00,missed call
3874,422-733-0037,381-589-4551,3/1/2018 3:26,3/1/2018 4:23,0:56:44,outgoing
3875,931-318-8690,957-659-2812,4/16/2018 5:52,4/16/2018 5:52,0:00:00,missed call
3876,957-659-2812,320-924-6906,2/3/2018 9:57,2/3/2018 9:57,0:00:00,missed call
3877,931-318-8690,426-342-4940,2/3/2018 19:31,2/3/2018 19:31,0:00:00,missed call
3878,424-338-1888,320-924-6906,2/14/2017 21:20,2/14/2017 21:20,0:00:00,missed call
3879,931-318-8690,209-935-3693,11/2/2018 7:05,11/2/2018 7:16,0:11:15,outgoing
3880,381-589-4551,757-336-8759,8/27/2017 14:46,8/27/2017 14:46,0:00:00,missed call
3881,426-342-4940,931-318-8690,1/12/2018 23:56,1/13/2018 0:33,0:37:17,outgoing
3882,757-336-8759,426-342-4940,2/3/2018 2:53,2/3/2018 3:09,0:15:44,incoming
3883,381-589-4551,320-924-6906,3/23/2019 21:24,3/23/2019 21:26,0:01:55,incoming
3884,825-843-6648,424-338-1888,8/7/2018 14:09,8/7/2018 14:09,0:00:00,missed call
3885,209-935-3693,931-318-8690,1/1/2018 21:22,1/1/2018 21:22,0:00:00,missed call
3886,422-733-0037,957-659-2812,12/15/2017 13:26,12/15/2017 14:16,0:50:30,incoming
3887,426-342-4940,757-336-8759,6/22/2018 9:31,6/22/2018 10:07,0:35:21,outgoing
3888,320-924-6906,957-659-2812,8/11/2018 13:39,8/11/2018 14:19,0:40:11,incoming
3889,426-342-4940,209-935-3693,3/7/2019 16:29,3/7/2019 16:48,0:19:07,outgoing
3890,381-589-4551,957-659-2812,4/29/2019 22:28,4/29/2019 22:28,0:00:00,missed call
3891,422-733-0037,320-924-6906,5/21/2019 20:03,5/21/2019 20:03,0:00:00,missed call
3892,422-733-0037,381-589-4551,7/13/2017 3:12,7/13/2017 3:12,0:00:00,missed call
3893,957-659-2812,426-342-4940,4/13/2018 9:31,4/13/2018 9:31,0:00:00,missed call
3894,424-338-1888,757-336-8759,6/3/2018 19:18,6/3/2018 19:47,0:28:34,incoming
3895,209-935-3693,931-318-8690,2/19/2018 13:47,2/19/2018 14:16,0:29:05,incoming
3896,931-318-8690,825-843-6648,4/9/2017 4:21,4/9/2017 4:21,0:00:00,missed call
3897,957-659-2812,757-336-8759,6/24/2018 8:38,6/24/2018 9:19,0:41:21,incoming
3898,426-342-4940,424-338-1888,9/23/2017 3:49,9/23/2017 4:33,0:44:10,incoming
3899,931-318-8690,381-589-4551,1/9/2019 0:48,1/9/2019 0:48,0:00:00,missed call
3900,209-935-3693,825-843-6648,8/10/2017 14:34,8/10/2017 15:29,0:54:57,outgoing
3901,757-336-8759,381-589-4551,4/3/2019 19:11,4/3/2019 19:19,0:07:40,outgoing
3902,957-659-2812,320-924-6906,5/23/2017 8:34,5/23/2017 8:56,0:22:20,incoming
3903,957-659-2812,320-924-6906,3/12/2018 12:41,3/12/2018 12:44,0:03:18,outgoing
3904,825-843-6648,422-733-0037,6/21/2017 16:18,6/21/2017 16:18,0:00:00,missed call
3905,757-336-8759,931-318-8690,11/18/2018 0:07,11/18/2018 0:07,0:00:00,missed call
3906,757-336-8759,426-342-4940,11/5/2017 11:23,11/5/2017 11:56,0:32:42,incoming
3907,424-338-1888,381-589-4551,9/13/2017 23:44,9/14/2017 0:40,0:56:03,incoming
3908,426-342-4940,957-659-2812,6/28/2017 21:29,6/28/2017 21:52,0:23:35,outgoing
3909,825-843-6648,931-318-8690,4/24/2017 8:06,4/24/2017 8:14,0:08:16,outgoing
3910,931-318-8690,424-338-1888,12/30/2018 12:17,12/30/2018 12:23,0:06:18,incoming
3911,320-924-6906,381-589-4551,9/20/2018 4:26,9/20/2018 4:36,0:09:12,incoming
3912,931-318-8690,422-733-0037,12/31/2017 6:33,12/31/2017 6:33,0:00:00,missed call
3913,424-338-1888,381-589-4551,3/28/2019 3:28,3/28/2019 4:27,0:58:50,incoming
3914,825-843-6648,757-336-8759,6/15/2017 8:33,6/15/2017 8:51,0:18:39,outgoing
3915,320-924-6906,757-336-8759,9/20/2018 18:53,9/20/2018 19:06,0:13:14,incoming
3916,931-318-8690,424-338-1888,8/13/2018 7:36,8/13/2018 7:57,0:21:04,incoming
3917,381-589-4551,931-318-8690,2/13/2019 13:34,2/13/2019 14:17,0:42:57,outgoing
3918,424-338-1888,957-659-2812,5/6/2019 15:11,5/6/2019 15:11,0:00:00,missed call
3919,825-843-6648,931-318-8690,1/5/2019 6:39,1/5/2019 6:39,0:00:00,missed call
3920,209-935-3693,757-336-8759,7/20/2018 21:29,7/20/2018 22:16,0:46:53,incoming
3921,320-924-6906,825-843-6648,3/7/2018 15:14,3/7/2018 15:14,0:00:00,missed call
3922,209-935-3693,931-318-8690,3/13/2019 6:29,3/13/2019 6:30,0:01:12,outgoing
3923,757-336-8759,426-342-4940,7/17/2017 11:05,7/17/2017 11:44,0:38:53,outgoing
3924,320-924-6906,931-318-8690,1/3/2019 4:04,1/3/2019 4:52,0:48:26,incoming
3925,424-338-1888,381-589-4551,1/26/2017 15:25,1/26/2017 16:25,0:59:56,incoming
3926,426-342-4940,825-843-6648,2/12/2017 11:56,2/12/2017 11:57,0:01:37,outgoing
3927,424-338-1888,825-843-6648,3/10/2017 14:31,3/10/2017 15:15,0:43:55,incoming
3928,426-342-4940,424-338-1888,5/28/2017 11:18,5/28/2017 11:18,0:00:00,missed call
3929,320-924-6906,381-589-4551,1/30/2017 13:45,1/30/2017 14:15,0:29:31,incoming
3930,757-336-8759,209-935-3693,3/4/2018 19:23,3/4/2018 20:16,0:53:05,outgoing
3931,422-733-0037,424-338-1888,8/17/2018 20:28,8/17/2018 20:47,0:19:07,incoming
3932,422-733-0037,381-589-4551,1/19/2018 12:11,1/19/2018 13:10,0:58:37,outgoing
3933,381-589-4551,320-924-6906,10/9/2017 23:38,10/9/2017 23:38,0:00:00,missed call
3934,381-589-4551,424-338-1888,3/31/2017 19:30,3/31/2017 19:30,0:00:00,missed call
3935,957-659-2812,209-935-3693,4/9/2017 7:41,4/9/2017 7:41,0:00:00,missed call
3936,957-659-2812,931-318-8690,10/26/2017 16:53,10/26/2017 17:35,0:41:52,incoming
3937,757-336-8759,424-338-1888,11/12/2018 12:50,11/12/2018 13:35,0:45:16,outgoing
3938,422-733-0037,424-338-1888,4/15/2018 1:32,4/15/2018 2:08,0:35:34,incoming
3939,757-336-8759,320-924-6906,2/21/2018 12:13,2/21/2018 12:13,0:00:00,missed call
3940,209-935-3693,422-733-0037,3/27/2019 13:37,3/27/2019 13:43,0:05:52,outgoing
3941,426-342-4940,320-924-6906,5/2/2019 22:02,5/2/2019 22:02,0:00:00,missed call
3942,424-338-1888,209-935-3693,10/9/2017 11:05,10/9/2017 11:05,0:00:00,missed call
3943,381-589-4551,757-336-8759,4/19/2017 8:35,4/19/2017 8:59,0:24:24,outgoing
3944,757-336-8759,424-338-1888,1/1/2018 12:20,1/1/2018 12:35,0:15:40,incoming
3945,825-843-6648,426-342-4940,12/4/2017 12:04,12/4/2017 12:04,0:00:00,missed call
3946,422-733-0037,426-342-4940,7/3/2017 8:02,7/3/2017 8:02,0:00:00,missed call
3947,426-342-4940,957-659-2812,9/1/2018 19:35,9/1/2018 19:59,0:24:34,incoming
3948,381-589-4551,957-659-2812,2/9/2018 18:21,2/9/2018 18:41,0:19:29,outgoing
3949,320-924-6906,424-338-1888,1/22/2019 18:25,1/22/2019 19:17,0:52:47,outgoing
3950,957-659-2812,424-338-1888,2/18/2019 12:22,2/18/2019 13:19,0:56:43,outgoing
3951,825-843-6648,426-342-4940,1/19/2019 19:04,1/19/2019 19:04,0:00:00,missed call
3952,426-342-4940,424-338-1888,2/15/2018 18:41,2/15/2018 19:09,0:27:42,incoming
3953,209-935-3693,320-924-6906,5/16/2017 13:27,5/16/2017 13:27,0:00:00,missed call
3954,320-924-6906,931-318-8690,11/24/2018 8:48,11/24/2018 9:32,0:43:52,outgoing
3955,757-336-8759,825-843-6648,12/20/2017 20:27,12/20/2017 20:27,0:00:00,missed call
3956,757-336-8759,825-843-6648,1/14/2019 7:48,1/14/2019 8:19,0:31:08,incoming
3957,931-318-8690,381-589-4551,8/23/2018 6:02,8/23/2018 6:47,0:45:17,incoming
3958,422-733-0037,757-336-8759,11/10/2017 9:05,11/10/2017 9:30,0:24:55,incoming
3959,209-935-3693,931-318-8690,6/10/2018 16:35,6/10/2018 16:35,0:00:00,missed call
3960,426-342-4940,381-589-4551,6/3/2018 4:30,6/3/2018 4:54,0:24:47,outgoing
3961,825-843-6648,422-733-0037,2/20/2017 23:21,2/20/2017 23:21,0:00:00,missed call
3962,422-733-0037,320-924-6906,3/11/2017 6:17,3/11/2017 6:31,0:14:00,incoming
3963,422-733-0037,426-342-4940,4/10/2018 6:24,4/10/2018 6:55,0:30:52,incoming
3964,209-935-3693,424-338-1888,3/11/2018 15:25,3/11/2018 15:36,0:11:01,incoming
3965,426-342-4940,381-589-4551,3/12/2017 5:40,3/12/2017 5:40,0:00:00,missed call
3966,825-843-6648,320-924-6906,4/2/2019 19:03,4/2/2019 19:11,0:07:47,incoming
3967,757-336-8759,209-935-3693,9/23/2017 15:29,9/23/2017 15:29,0:00:00,missed call
3968,209-935-3693,757-336-8759,12/29/2017 13:37,12/29/2017 14:07,0:30:26,incoming
3969,320-924-6906,422-733-0037,2/22/2019 12:09,2/22/2019 12:09,0:00:00,missed call
3970,825-843-6648,381-589-4551,7/16/2018 14:47,7/16/2018 14:47,0:00:00,missed call
3971,825-843-6648,426-342-4940,1/11/2019 20:35,1/11/2019 21:18,0:43:16,outgoing
3972,422-733-0037,825-843-6648,5/31/2018 19:21,5/31/2018 19:21,0:00:00,missed call
3973,757-336-8759,381-589-4551,12/18/2017 9:41,12/18/2017 9:41,0:00:00,missed call
3974,825-843-6648,424-338-1888,7/29/2017 6:01,7/29/2017 6:01,0:00:00,missed call
3975,381-589-4551,424-338-1888,4/3/2018 15:05,4/3/2018 15:11,0:06:09,incoming
3976,931-318-8690,957-659-2812,5/28/2018 2:17,5/28/2018 2:17,0:00:00,missed call
3977,825-843-6648,931-318-8690,7/22/2018 17:32,7/22/2018 18:25,0:53:02,incoming
3978,931-318-8690,825-843-6648,8/16/2017 0:32,8/16/2017 0:59,0:26:26,incoming
3979,422-733-0037,320-924-6906,7/29/2018 17:50,7/29/2018 17:50,0:00:00,missed call
3980,957-659-2812,209-935-3693,8/20/2018 5:50,8/20/2018 6:28,0:38:17,incoming
3981,931-318-8690,209-935-3693,2/14/2017 11:12,2/14/2017 11:47,0:34:39,outgoing
3982,426-342-4940,825-843-6648,2/20/2018 11:03,2/20/2018 11:07,0:04:02,incoming
3983,757-336-8759,931-318-8690,4/2/2018 10:01,4/2/2018 10:09,0:08:45,outgoing
3984,422-733-0037,381-589-4551,4/12/2019 19:24,4/12/2019 20:12,0:47:41,incoming
3985,381-589-4551,931-318-8690,12/18/2017 3:39,12/18/2017 3:57,0:18:19,outgoing
3986,209-935-3693,422-733-0037,9/11/2018 10:40,9/11/2018 10:40,0:00:00,missed call
3987,209-935-3693,825-843-6648,2/21/2019 8:28,2/21/2019 8:28,0:00:00,missed call
3988,320-924-6906,422-733-0037,3/15/2017 4:12,3/15/2017 4:12,0:00:00,missed call
3989,381-589-4551,757-336-8759,9/21/2017 16:10,9/21/2017 16:10,0:00:00,missed call
3990,424-338-1888,209-935-3693,6/26/2018 5:01,6/26/2018 5:01,0:00:00,missed call
3991,424-338-1888,426-342-4940,1/6/2018 5:53,1/6/2018 5:53,0:00:00,missed call
3992,825-843-6648,381-589-4551,10/3/2017 0:57,10/3/2017 0:57,0:00:00,missed call
3993,957-659-2812,381-589-4551,8/4/2018 23:05,8/4/2018 23:23,0:18:03,incoming
3994,424-338-1888,825-843-6648,1/14/2017 21:06,1/14/2017 21:57,0:50:37,incoming
3995,757-336-8759,931-318-8690,2/20/2017 8:52,2/20/2017 9:08,0:15:45,incoming
3996,426-342-4940,931-318-8690,10/12/2018 18:25,10/12/2018 18:45,0:19:43,outgoing
3997,320-924-6906,957-659-2812,11/19/2018 12:19,11/19/2018 12:19,0:00:00,missed call
3998,209-935-3693,426-342-4940,1/18/2018 7:13,1/18/2018 7:27,0:14:35,incoming
3999,957-659-2812,424-338-1888,1/28/2019 17:20,1/28/2019 17:50,0:29:27,incoming
4000,797-327-4834,690-105-8381,10/6/2018 12:23,10/6/2018 12:56,0:33:15,outgoing
4001,844-626-7152,690-105-8381,6/16/2017 3:41,6/16/2017 4:38,0:56:21,incoming
4002,102-962-5125,899-184-9861,11/14/2018 22:37,11/14/2018 22:37,0:00:00,missed call
4003,102-962-5125,126-285-8913,2/4/2019 20:03,2/4/2019 20:03,0:00:00,missed call
4004,690-105-8381,675-142-2320,10/16/2017 16:53,10/16/2017 16:53,0:00:00,missed call
4005,675-142-2320,797-327-4834,3/27/2018 21:22,3/27/2018 21:22,0:00:00,missed call
4006,797-327-4834,675-142-2320,6/7/2018 4:43,6/7/2018 4:53,0:10:24,incoming
4007,690-105-8381,675-142-2320,1/24/2017 19:47,1/24/2017 20:03,0:15:27,outgoing
4008,675-142-2320,399-798-9107,11/3/2018 22:27,11/3/2018 23:26,0:59:02,outgoing
4009,844-626-7152,797-327-4834,10/3/2018 15:26,10/3/2018 16:08,0:42:17,outgoing
4010,102-962-5125,399-798-9107,3/21/2017 2:17,3/21/2017 3:14,0:56:43,incoming
4011,126-285-8913,844-626-7152,11/30/2018 2:58,11/30/2018 3:54,0:56:01,incoming
4012,353-760-5645,399-798-9107,3/23/2019 1:44,3/23/2019 1:44,0:00:00,missed call
4013,399-798-9107,102-962-5125,4/8/2017 16:39,4/8/2017 17:05,0:25:57,outgoing
4014,797-327-4834,399-798-9107,5/19/2017 16:55,5/19/2017 17:29,0:33:43,incoming
4015,353-760-5645,690-105-8381,6/26/2018 7:34,6/26/2018 7:52,0:18:03,incoming
4016,102-962-5125,399-798-9107,6/6/2017 20:58,6/6/2017 21:39,0:40:45,outgoing
4017,126-285-8913,797-327-4834,8/3/2017 1:21,8/3/2017 2:14,0:52:04,outgoing
4018,126-285-8913,410-685-9374,4/28/2019 11:30,4/28/2019 11:30,0:00:00,missed call
4019,844-626-7152,675-142-2320,1/30/2017 8:27,1/30/2017 8:39,0:11:46,incoming
4020,126-285-8913,690-105-8381,1/22/2019 7:13,1/22/2019 7:35,0:22:42,outgoing
4021,675-142-2320,126-285-8913,10/30/2018 20:21,10/30/2018 20:42,0:20:46,outgoing
4022,844-626-7152,399-798-9107,2/25/2018 18:39,2/25/2018 18:39,0:00:00,missed call
4023,353-760-5645,410-685-9374,3/9/2017 10:51,3/9/2017 11:36,0:45:34,outgoing
4024,899-184-9861,844-626-7152,5/28/2017 2:23,5/28/2017 2:23,0:00:00,missed call
4025,844-626-7152,399-798-9107,12/24/2018 9:12,12/24/2018 9:12,0:00:00,missed call
4026,353-760-5645,399-798-9107,7/11/2018 22:29,7/11/2018 22:29,0:00:00,missed call
4027,899-184-9861,126-285-8913,3/28/2019 12:59,3/28/2019 13:53,0:53:57,outgoing
4028,899-184-9861,844-626-7152,2/5/2019 9:52,2/5/2019 9:52,0:00:00,missed call
4029,844-626-7152,353-760-5645,9/22/2018 6:17,9/22/2018 6:29,0:11:49,incoming
4030,844-626-7152,126-285-8913,10/13/2017 9:31,10/13/2017 10:11,0:39:35,outgoing
4031,410-685-9374,399-798-9107,5/4/2017 7:32,5/4/2017 8:17,0:45:19,outgoing
4032,797-327-4834,126-285-8913,5/17/2018 13:22,5/17/2018 13:22,0:00:00,missed call
4033,675-142-2320,399-798-9107,6/18/2017 17:00,6/18/2017 17:44,0:43:44,incoming
4034,399-798-9107,797-327-4834,10/13/2018 11:29,10/13/2018 11:29,0:00:00,missed call
4035,690-105-8381,399-798-9107,8/6/2017 11:37,8/6/2017 11:37,0:00:00,missed call
4036,126-285-8913,899-184-9861,11/24/2017 0:50,11/24/2017 0:50,0:00:00,missed call
4037,675-142-2320,126-285-8913,7/25/2017 8:52,7/25/2017 8:52,0:00:00,missed call
4038,126-285-8913,102-962-5125,6/28/2017 17:42,6/28/2017 17:42,0:00:00,missed call
4039,690-105-8381,410-685-9374,6/1/2017 17:18,6/1/2017 17:37,0:19:18,outgoing
4040,353-760-5645,399-798-9107,4/26/2018 4:16,4/26/2018 4:33,0:16:23,outgoing
4041,899-184-9861,102-962-5125,12/23/2018 4:34,12/23/2018 4:43,0:08:32,incoming
4042,410-685-9374,675-142-2320,11/2/2017 14:06,11/2/2017 14:08,0:02:43,incoming
4043,399-798-9107,690-105-8381,2/22/2019 16:08,2/22/2019 16:08,0:00:00,missed call
4044,410-685-9374,353-760-5645,2/10/2018 3:38,2/10/2018 3:38,0:00:00,missed call
4045,844-626-7152,102-962-5125,10/27/2017 2:44,10/27/2017 2:44,0:00:00,missed call
4046,844-626-7152,899-184-9861,6/7/2017 18:32,6/7/2017 18:35,0:03:32,outgoing
4047,399-798-9107,126-285-8913,11/9/2018 0:33,11/9/2018 0:33,0:00:00,missed call
4048,102-962-5125,399-798-9107,4/27/2019 20:48,4/27/2019 20:48,0:00:00,missed call
4049,353-760-5645,690-105-8381,6/18/2018 15:47,6/18/2018 15:56,0:08:31,outgoing
4050,899-184-9861,353-760-5645,8/28/2017 19:39,8/28/2017 19:52,0:13:43,outgoing
4051,399-798-9107,102-962-5125,4/14/2017 0:15,4/14/2017 0:23,0:07:07,incoming
4052,353-760-5645,899-184-9861,1/18/2017 7:06,1/18/2017 8:06,0:59:52,incoming
4053,126-285-8913,399-798-9107,7/31/2017 13:46,7/31/2017 14:16,0:29:27,outgoing
4054,844-626-7152,353-760-5645,8/28/2017 8:32,8/28/2017 9:04,0:31:39,outgoing
4055,690-105-8381,899-184-9861,1/4/2017 5:24,1/4/2017 6:21,0:56:36,incoming
4056,797-327-4834,353-760-5645,10/14/2018 21:05,10/14/2018 21:05,0:00:00,missed call
4057,126-285-8913,899-184-9861,6/28/2018 4:57,6/28/2018 5:33,0:36:47,incoming
4058,410-685-9374,690-105-8381,1/19/2017 4:26,1/19/2017 4:26,0:00:00,missed call
4059,102-962-5125,675-142-2320,8/9/2017 0:27,8/9/2017 1:15,0:48:25,outgoing
4060,102-962-5125,399-798-9107,1/11/2019 2:25,1/11/2019 3:02,0:36:58,outgoing
4061,690-105-8381,399-798-9107,8/7/2018 6:45,8/7/2018 7:23,0:38:26,outgoing
4062,690-105-8381,410-685-9374,2/4/2017 13:58,2/4/2017 13:58,0:00:00,missed call
4063,410-685-9374,126-285-8913,4/6/2017 7:09,4/6/2017 8:00,0:50:19,outgoing
4064,797-327-4834,410-685-9374,4/19/2019 5:07,4/19/2019 5:27,0:19:09,incoming
4065,399-798-9107,102-962-5125,3/2/2019 0:13,3/2/2019 0:28,0:15:43,incoming
4066,410-685-9374,844-626-7152,12/18/2018 15:30,12/18/2018 15:35,0:05:12,incoming
4067,899-184-9861,410-685-9374,10/2/2017 7:12,10/2/2017 7:12,0:00:00,missed call
4068,899-184-9861,797-327-4834,10/11/2017 11:43,10/11/2017 12:38,0:54:47,outgoing
4069,899-184-9861,353-760-5645,11/24/2018 12:26,11/24/2018 12:26,0:00:00,missed call
4070,797-327-4834,675-142-2320,3/30/2018 7:12,3/30/2018 7:58,0:46:29,outgoing
4071,675-142-2320,797-327-4834,8/5/2018 4:00,8/5/2018 4:00,0:00:00,missed call
4072,102-962-5125,675-142-2320,3/11/2017 4:11,3/11/2017 4:39,0:27:27,outgoing
4073,690-105-8381,353-760-5645,4/17/2018 10:20,4/17/2018 10:47,0:27:02,outgoing
4074,675-142-2320,797-327-4834,5/1/2017 23:30,5/1/2017 23:30,0:00:00,missed call
4075,102-962-5125,797-327-4834,2/5/2017 3:29,2/5/2017 3:29,0:00:00,missed call
4076,102-962-5125,126-285-8913,9/25/2017 18:26,9/25/2017 18:56,0:29:43,incoming
4077,353-760-5645,899-184-9861,4/16/2018 6:43,4/16/2018 6:43,0:00:00,missed call
4078,102-962-5125,675-142-2320,3/14/2018 0:21,3/14/2018 0:55,0:34:19,outgoing
4079,102-962-5125,690-105-8381,2/11/2017 8:46,2/11/2017 8:51,0:04:51,incoming
4080,690-105-8381,102-962-5125,6/2/2017 8:21,6/2/2017 8:21,0:00:00,missed call
4081,690-105-8381,102-962-5125,6/21/2017 23:53,6/21/2017 23:53,0:00:00,missed call
4082,899-184-9861,399-798-9107,4/24/2019 8:46,4/24/2019 8:46,0:00:00,missed call
4083,675-142-2320,899-184-9861,3/15/2019 22:08,3/15/2019 22:16,0:07:47,outgoing
4084,399-798-9107,690-105-8381,10/28/2018 3:45,10/28/2018 3:57,0:11:47,outgoing
4085,399-798-9107,102-962-5125,11/1/2017 21:29,11/1/2017 21:30,0:00:25,outgoing
4086,102-962-5125,353-760-5645,9/26/2017 9:30,9/26/2017 9:46,0:16:22,incoming
4087,353-760-5645,675-142-2320,7/10/2018 22:07,7/10/2018 22:07,0:00:00,missed call
4088,126-285-8913,899-184-9861,9/4/2018 10:20,9/4/2018 10:20,0:00:00,missed call
4089,102-962-5125,899-184-9861,8/30/2018 15:04,8/30/2018 15:24,0:20:37,outgoing
4090,126-285-8913,844-626-7152,9/1/2017 4:15,9/1/2017 4:47,0:32:27,outgoing
4091,675-142-2320,797-327-4834,2/16/2019 9:55,2/16/2019 10:55,0:59:30,incoming
4092,126-285-8913,675-142-2320,3/6/2019 1:30,3/6/2019 1:52,0:22:09,incoming
4093,353-760-5645,399-798-9107,10/6/2018 17:31,10/6/2018 17:52,0:20:26,outgoing
4094,399-798-9107,675-142-2320,10/30/2017 20:41,10/30/2017 20:41,0:00:00,missed call
4095,797-327-4834,690-105-8381,1/2/2019 12:33,1/2/2019 12:43,0:09:46,outgoing
4096,899-184-9861,410-685-9374,8/21/2017 8:40,8/21/2017 8:40,0:00:00,missed call
4097,126-285-8913,899-184-9861,5/23/2019 16:02,5/23/2019 16:25,0:22:43,incoming
4098,353-760-5645,410-685-9374,7/28/2018 1:34,7/28/2018 1:34,0:00:00,missed call
4099,126-285-8913,797-327-4834,3/26/2019 9:37,3/26/2019 9:40,0:02:59,outgoing
4100,102-962-5125,353-760-5645,2/14/2017 4:23,2/14/2017 4:23,0:00:00,missed call
4101,690-105-8381,399-798-9107,4/19/2017 11:18,4/19/2017 11:29,0:10:58,incoming
4102,126-285-8913,690-105-8381,7/17/2018 11:52,7/17/2018 12:48,0:55:51,incoming
4103,675-142-2320,844-626-7152,10/19/2017 21:23,10/19/2017 22:13,0:49:55,incoming
4104,675-142-2320,126-285-8913,2/14/2018 12:47,2/14/2018 13:37,0:50:48,outgoing
4105,126-285-8913,102-962-5125,10/24/2017 2:48,10/24/2017 2:48,0:00:00,missed call
4106,797-327-4834,844-626-7152,7/11/2018 21:08,7/11/2018 22:08,0:59:30,incoming
4107,675-142-2320,102-962-5125,6/2/2017 20:58,6/2/2017 21:17,0:18:18,outgoing
4108,126-285-8913,899-184-9861,3/9/2019 14:49,3/9/2019 15:36,0:46:45,outgoing
4109,899-184-9861,353-760-5645,3/12/2019 1:44,3/12/2019 2:06,0:22:22,incoming
4110,399-798-9107,353-760-5645,7/11/2018 7:41,7/11/2018 7:41,0:00:00,missed call
4111,399-798-9107,126-285-8913,1/10/2019 4:32,1/10/2019 4:32,0:00:00,missed call
4112,797-327-4834,690-105-8381,5/1/2018 6:39,5/1/2018 6:39,0:00:00,missed call
4113,797-327-4834,844-626-7152,5/11/2018 1:35,5/11/2018 2:15,0:40:00,incoming
4114,102-962-5125,399-798-9107,1/31/2017 22:22,1/31/2017 22:22,0:00:00,missed call
4115,675-142-2320,102-962-5125,6/27/2017 5:33,6/27/2017 6:09,0:36:26,incoming
4116,126-285-8913,675-142-2320,2/11/2018 1:14,2/11/2018 1:14,0:00:00,missed call
4117,675-142-2320,126-285-8913,2/26/2017 6:54,2/26/2017 7:43,0:48:52,incoming
